Country_Region,Province_State,Date,Confirmed,Deaths,Recovered,Active,Active_Diff
Afghanistan,nan,3/15/2020,16,0,0,16,0
Afghanistan,nan,3/16/2020,21,0,1,20,0
Afghanistan,nan,3/17/2020,22,0,1,21,0
Afghanistan,nan,3/18/2020,22,0,1,21,0
Afghanistan,nan,3/19/2020,22,0,1,21,0
Afghanistan,nan,3/20/2020,24,0,1,23,0
Afghanistan,nan,3/21/2020,24,0,1,23,0
Afghanistan,nan,3/22/2020,40,1,1,38,0
Afghanistan,nan,3/23/2020,40,1,1,38,0
Afghanistan,nan,3/24/2020,74,1,1,72,0
Afghanistan,nan,3/25/2020,84,2,2,80,0
Afghanistan,nan,3/26/2020,94,4,2,88,0
Afghanistan,nan,3/27/2020,110,4,2,104,0
Afghanistan,nan,3/28/2020,110,4,2,104,0
Afghanistan,nan,3/29/2020,120,4,2,114,0
Afghanistan,nan,3/30/2020,170,4,2,164,0
Afghanistan,nan,3/31/2020,174,4,5,165,0
Afghanistan,nan,4/01/2020,237,4,5,228,0
Afghanistan,nan,4/02/2020,273,6,10,257,0
Afghanistan,nan,4/03/2020,281,6,10,265,0
Afghanistan,nan,4/04/2020,299,7,10,282,0
Afghanistan,nan,4/05/2020,349,7,15,327,0
Afghanistan,nan,4/06/2020,367,11,18,338,0
Afghanistan,nan,4/07/2020,423,14,18,391,0
Afghanistan,nan,4/08/2020,444,14,29,401,0
Afghanistan,nan,4/09/2020,484,15,32,437,0
Afghanistan,nan,4/10/2020,521,15,32,474,0
Afghanistan,nan,4/11/2020,555,18,32,505,0
Afghanistan,nan,4/12/2020,607,18,32,557,0
Afghanistan,nan,4/13/2020,665,21,32,612,0
Afghanistan,nan,4/14/2020,714,23,40,651,0
Afghanistan,nan,4/15/2020,784,25,43,716,0
Afghanistan,nan,4/16/2020,840,30,54,756,0
Afghanistan,nan,4/17/2020,906,30,99,777,0
Afghanistan,nan,4/18/2020,933,30,112,791,0
Afghanistan,nan,4/19/2020,996,33,131,832,0
Afghanistan,nan,4/20/2020,1026,36,135,855,0
Afghanistan,nan,4/21/2020,1092,36,150,906,0
Afghanistan,nan,4/22/2020,1176,40,166,970,0
Afghanistan,nan,4/23/2020,1279,42,179,1058,0
Afghanistan,nan,4/24/2020,1351,43,188,1120,0
Afghanistan,nan,4/25/2020,1463,47,188,1228,0
Afghanistan,nan,4/26/2020,1531,50,207,1274,0
Afghanistan,nan,4/27/2020,1703,57,220,1426,0
Afghanistan,nan,4/28/2020,1828,58,228,1542,0
Afghanistan,nan,4/29/2020,1939,60,252,1627,0
Afghanistan,nan,4/30/2020,2171,64,260,1847,0
Afghanistan,nan,5/01/2020,2335,68,310,1957,0
Afghanistan,nan,5/02/2020,2469,72,331,2066,0
Afghanistan,nan,5/03/2020,2704,85,345,2274,0
Afghanistan,nan,5/04/2020,2894,90,397,2407,0
Afghanistan,nan,5/05/2020,3224,95,421,2708,0
Afghanistan,nan,5/06/2020,3392,104,458,2830,0
Afghanistan,nan,5/07/2020,3563,106,468,2989,0
Afghanistan,nan,5/08/2020,3778,109,472,3197,0
Afghanistan,nan,5/09/2020,4033,115,502,3416,0
Afghanistan,nan,5/10/2020,4402,120,558,3724,0
Afghanistan,nan,5/11/2020,4687,122,558,4007,0
Afghanistan,nan,5/12/2020,4963,127,610,4226,0
Afghanistan,nan,5/13/2020,5226,132,648,4446,0
Afghanistan,nan,5/14/2020,5639,136,691,4812,0
Afghanistan,nan,5/15/2020,6053,153,745,5155,0
Afghanistan,nan,5/16/2020,6402,168,745,5489,0
Afghanistan,nan,5/17/2020,6664,169,778,5717,0
Afghanistan,nan,5/18/2020,7072,173,801,6098,0
Afghanistan,nan,5/19/2020,7653,178,850,6625,0
Afghanistan,nan,5/20/2020,8145,187,930,7028,0
Albania,nan,3/15/2020,42,1,0,41,0
Albania,nan,3/16/2020,51,1,0,50,0
Albania,nan,3/17/2020,55,1,0,54,0
Albania,nan,3/18/2020,59,2,0,57,0
Albania,nan,3/19/2020,64,2,0,62,0
Albania,nan,3/20/2020,70,2,0,68,0
Albania,nan,3/21/2020,76,2,2,72,0
Albania,nan,3/22/2020,89,2,2,85,0
Albania,nan,3/23/2020,104,4,2,98,0
Albania,nan,3/24/2020,123,5,10,108,0
Albania,nan,3/25/2020,146,5,17,124,0
Albania,nan,3/26/2020,174,6,17,151,0
Albania,nan,3/27/2020,186,8,31,147,0
Albania,nan,3/28/2020,197,10,31,156,0
Albania,nan,3/29/2020,212,10,33,169,0
Albania,nan,3/30/2020,223,11,44,168,0
Albania,nan,3/31/2020,243,15,52,176,0
Albania,nan,4/01/2020,259,15,67,177,0
Albania,nan,4/02/2020,277,16,76,185,0
Albania,nan,4/03/2020,304,17,89,198,0
Albania,nan,4/04/2020,333,20,99,214,0
Albania,nan,4/05/2020,361,20,104,237,0
Albania,nan,4/06/2020,377,21,116,240,0
Albania,nan,4/07/2020,383,22,131,230,0
Albania,nan,4/08/2020,400,22,154,224,0
Albania,nan,4/09/2020,409,23,165,221,0
Albania,nan,4/10/2020,416,23,182,211,0
Albania,nan,4/11/2020,433,23,197,213,0
Albania,nan,4/12/2020,446,23,217,206,0
Albania,nan,4/13/2020,467,23,232,212,0
Albania,nan,4/14/2020,475,24,248,203,0
Albania,nan,4/15/2020,494,25,251,218,0
Albania,nan,4/16/2020,518,26,277,215,0
Albania,nan,4/17/2020,539,26,283,230,0
Albania,nan,4/18/2020,548,26,302,220,0
Albania,nan,4/19/2020,562,26,314,222,0
Albania,nan,4/20/2020,584,26,327,231,0
Albania,nan,4/21/2020,609,26,345,238,0
Albania,nan,4/22/2020,634,27,356,251,0
Albania,nan,4/23/2020,663,27,385,251,0
Albania,nan,4/24/2020,678,27,394,257,0
Albania,nan,4/25/2020,712,27,403,282,0
Albania,nan,4/26/2020,726,28,410,288,0
Albania,nan,4/27/2020,736,28,422,286,0
Albania,nan,4/28/2020,750,30,431,289,0
Albania,nan,4/29/2020,766,30,455,281,0
Albania,nan,4/30/2020,773,31,470,272,0
Albania,nan,5/01/2020,782,31,488,263,0
Albania,nan,5/02/2020,789,31,519,239,0
Albania,nan,5/03/2020,795,31,531,233,0
Albania,nan,5/04/2020,803,31,543,229,0
Albania,nan,5/05/2020,820,31,570,219,0
Albania,nan,5/06/2020,832,31,595,206,0
Albania,nan,5/07/2020,842,31,605,206,0
Albania,nan,5/08/2020,850,31,620,199,0
Albania,nan,5/09/2020,856,31,627,198,0
Albania,nan,5/10/2020,868,31,650,187,0
Albania,nan,5/11/2020,872,31,654,187,0
Albania,nan,5/12/2020,876,31,682,163,0
Albania,nan,5/13/2020,880,31,688,161,0
Albania,nan,5/14/2020,898,31,694,173,0
Albania,nan,5/15/2020,916,31,705,180,0
Albania,nan,5/16/2020,933,31,714,188,0
Albania,nan,5/17/2020,946,31,715,200,0
Albania,nan,5/18/2020,948,31,727,190,0
Albania,nan,5/19/2020,949,31,742,176,0
Albania,nan,5/20/2020,964,31,758,175,0
Algeria,nan,3/15/2020,48,4,12,32,0
Algeria,nan,3/16/2020,54,4,12,38,0
Algeria,nan,3/17/2020,60,4,12,44,0
Algeria,nan,3/18/2020,74,7,12,55,0
Algeria,nan,3/19/2020,87,9,32,46,0
Algeria,nan,3/20/2020,90,11,32,47,0
Algeria,nan,3/21/2020,139,15,32,92,0
Algeria,nan,3/22/2020,201,17,65,119,0
Algeria,nan,3/23/2020,230,17,65,148,0
Algeria,nan,3/24/2020,264,19,24,221,0
Algeria,nan,3/25/2020,302,21,65,216,0
Algeria,nan,3/26/2020,367,25,29,313,0
Algeria,nan,3/27/2020,409,26,29,354,0
Algeria,nan,3/28/2020,454,29,31,394,0
Algeria,nan,3/29/2020,511,31,31,449,0
Algeria,nan,3/30/2020,584,35,37,512,0
Algeria,nan,3/31/2020,716,44,46,626,0
Algeria,nan,4/01/2020,847,58,61,728,0
Algeria,nan,4/02/2020,986,86,61,839,0
Algeria,nan,4/03/2020,1171,105,62,1004,0
Algeria,nan,4/04/2020,1251,130,90,1031,0
Algeria,nan,4/05/2020,1320,152,90,1078,0
Algeria,nan,4/06/2020,1423,173,90,1160,0
Algeria,nan,4/07/2020,1468,193,113,1162,0
Algeria,nan,4/08/2020,1572,205,237,1130,0
Algeria,nan,4/09/2020,1666,235,347,1084,0
Algeria,nan,4/10/2020,1761,256,405,1100,0
Algeria,nan,4/11/2020,1825,275,460,1090,0
Algeria,nan,4/12/2020,1914,293,591,1030,0
Algeria,nan,4/13/2020,1983,313,601,1069,0
Algeria,nan,4/14/2020,2070,326,691,1053,0
Algeria,nan,4/15/2020,2160,336,708,1116,0
Algeria,nan,4/16/2020,2268,348,783,1137,0
Algeria,nan,4/17/2020,2418,364,846,1208,0
Algeria,nan,4/18/2020,2534,367,894,1273,0
Algeria,nan,4/19/2020,2629,375,1047,1207,0
Algeria,nan,4/20/2020,2718,384,1099,1235,0
Algeria,nan,4/21/2020,2811,392,1152,1267,0
Algeria,nan,4/22/2020,2910,402,1204,1304,0
Algeria,nan,4/23/2020,3007,407,1355,1245,0
Algeria,nan,4/24/2020,3127,415,1408,1304,0
Algeria,nan,4/25/2020,3256,419,1479,1358,0
Algeria,nan,4/26/2020,3382,425,1508,1449,0
Algeria,nan,4/27/2020,3517,432,1558,1527,0
Algeria,nan,4/28/2020,3649,437,1651,1561,0
Algeria,nan,4/29/2020,3848,444,1702,1702,0
Algeria,nan,4/30/2020,4006,450,1779,1777,0
Algeria,nan,5/01/2020,4154,453,1821,1880,0
Algeria,nan,5/02/2020,4295,459,1872,1964,0
Algeria,nan,5/03/2020,4474,463,1936,2075,0
Algeria,nan,5/04/2020,4648,465,1998,2185,0
Algeria,nan,5/05/2020,4838,470,2067,2301,0
Algeria,nan,5/06/2020,4997,476,2197,2324,0
Algeria,nan,5/07/2020,5182,483,2323,2376,0
Algeria,nan,5/08/2020,5369,488,2467,2414,0
Algeria,nan,5/09/2020,5558,494,2546,2518,0
Algeria,nan,5/10/2020,5723,502,2678,2543,0
Algeria,nan,5/11/2020,5891,507,2841,2543,0
Algeria,nan,5/12/2020,6067,515,2998,2554,0
Algeria,nan,5/13/2020,6253,522,3058,2673,0
Algeria,nan,5/14/2020,6442,529,3158,2755,0
Algeria,nan,5/15/2020,6629,536,3271,2822,0
Algeria,nan,5/16/2020,6821,542,3409,2870,0
Algeria,nan,5/17/2020,7019,548,3507,2964,0
Algeria,nan,5/18/2020,7201,555,3625,3021,0
Algeria,nan,5/19/2020,7377,561,3746,3070,0
Algeria,nan,5/20/2020,7542,568,3968,3006,0
Andorra,nan,3/15/2020,1,0,1,0,0
Andorra,nan,3/16/2020,2,0,1,1,0
Andorra,nan,3/17/2020,39,0,1,38,0
Andorra,nan,3/18/2020,39,0,1,38,0
Andorra,nan,3/19/2020,53,0,1,52,0
Andorra,nan,3/20/2020,75,0,1,74,0
Andorra,nan,3/21/2020,88,0,1,87,0
Andorra,nan,3/22/2020,113,1,1,111,0
Andorra,nan,3/23/2020,133,1,1,131,0
Andorra,nan,3/24/2020,164,1,1,162,0
Andorra,nan,3/25/2020,188,1,1,186,0
Andorra,nan,3/26/2020,224,3,1,220,0
Andorra,nan,3/27/2020,267,3,1,263,0
Andorra,nan,3/28/2020,308,3,1,304,0
Andorra,nan,3/29/2020,334,6,1,327,0
Andorra,nan,3/30/2020,370,8,10,352,0
Andorra,nan,3/31/2020,376,12,10,354,0
Andorra,nan,4/01/2020,390,14,10,366,0
Andorra,nan,4/02/2020,428,15,10,403,0
Andorra,nan,4/03/2020,439,16,16,407,0
Andorra,nan,4/04/2020,466,17,21,428,0
Andorra,nan,4/05/2020,501,18,26,457,0
Andorra,nan,4/06/2020,525,21,31,473,0
Andorra,nan,4/07/2020,545,22,39,484,0
Andorra,nan,4/08/2020,564,23,52,489,0
Andorra,nan,4/09/2020,583,25,58,500,0
Andorra,nan,4/10/2020,601,26,71,504,0
Andorra,nan,4/11/2020,601,26,71,504,0
Andorra,nan,4/12/2020,638,29,128,481,0
Andorra,nan,4/13/2020,646,29,128,489,0
Andorra,nan,4/14/2020,659,31,128,500,0
Andorra,nan,4/15/2020,673,33,169,471,0
Andorra,nan,4/16/2020,673,33,169,471,0
Andorra,nan,4/17/2020,696,35,191,470,0
Andorra,nan,4/18/2020,704,35,205,464,0
Andorra,nan,4/19/2020,713,36,235,442,0
Andorra,nan,4/20/2020,717,37,248,432,0
Andorra,nan,4/21/2020,717,37,282,398,0
Andorra,nan,4/22/2020,723,37,309,377,0
Andorra,nan,4/23/2020,723,37,333,353,0
Andorra,nan,4/24/2020,731,40,344,347,0
Andorra,nan,4/25/2020,738,40,344,354,0
Andorra,nan,4/26/2020,738,40,344,354,0
Andorra,nan,4/27/2020,743,40,385,318,0
Andorra,nan,4/28/2020,743,41,398,304,0
Andorra,nan,4/29/2020,743,42,423,278,0
Andorra,nan,4/30/2020,745,42,468,235,0
Andorra,nan,5/01/2020,745,43,468,234,0
Andorra,nan,5/02/2020,747,44,472,231,0
Andorra,nan,5/03/2020,748,45,493,210,0
Andorra,nan,5/04/2020,750,45,499,206,0
Andorra,nan,5/05/2020,751,46,514,191,0
Andorra,nan,5/06/2020,751,46,521,184,0
Andorra,nan,5/07/2020,752,47,526,179,0
Andorra,nan,5/08/2020,752,47,537,168,0
Andorra,nan,5/09/2020,754,48,545,161,0
Andorra,nan,5/10/2020,755,48,550,157,0
Andorra,nan,5/11/2020,755,48,550,157,0
Andorra,nan,5/12/2020,758,48,568,142,0
Andorra,nan,5/13/2020,760,49,576,135,0
Andorra,nan,5/14/2020,761,49,596,116,0
Andorra,nan,5/15/2020,761,49,604,108,0
Andorra,nan,5/16/2020,761,51,615,95,0
Andorra,nan,5/17/2020,761,51,617,93,0
Andorra,nan,5/18/2020,761,51,624,86,0
Andorra,nan,5/19/2020,761,51,628,82,0
Andorra,nan,5/20/2020,762,51,639,72,0
Angola,nan,3/20/2020,1,0,0,1,0
Angola,nan,3/21/2020,2,0,0,2,0
Angola,nan,3/22/2020,2,0,0,2,0
Angola,nan,3/23/2020,3,0,0,3,0
Angola,nan,3/24/2020,3,0,0,3,0
Angola,nan,3/25/2020,3,0,0,3,0
Angola,nan,3/26/2020,4,0,0,4,0
Angola,nan,3/27/2020,4,0,0,4,0
Angola,nan,3/28/2020,5,0,0,5,0
Angola,nan,3/29/2020,7,2,0,5,0
Angola,nan,3/30/2020,7,2,0,5,0
Angola,nan,3/31/2020,7,2,1,4,0
Angola,nan,4/01/2020,8,2,1,5,0
Angola,nan,4/02/2020,8,2,1,5,0
Angola,nan,4/03/2020,8,2,1,5,0
Angola,nan,4/04/2020,10,2,2,6,0
Angola,nan,4/05/2020,14,2,2,10,0
Angola,nan,4/06/2020,16,2,2,12,0
Angola,nan,4/07/2020,17,2,2,13,0
Angola,nan,4/08/2020,19,2,2,15,0
Angola,nan,4/09/2020,19,2,2,15,0
Angola,nan,4/10/2020,19,2,2,15,0
Angola,nan,4/11/2020,19,2,4,13,0
Angola,nan,4/12/2020,19,2,4,13,0
Angola,nan,4/13/2020,19,2,4,13,0
Angola,nan,4/14/2020,19,2,5,12,0
Angola,nan,4/15/2020,19,2,5,12,0
Angola,nan,4/16/2020,19,2,5,12,0
Angola,nan,4/17/2020,19,2,5,12,0
Angola,nan,4/18/2020,24,2,6,16,0
Angola,nan,4/19/2020,24,2,6,16,0
Angola,nan,4/20/2020,24,2,6,16,0
Angola,nan,4/21/2020,24,2,6,16,0
Angola,nan,4/22/2020,25,2,6,17,0
Angola,nan,4/23/2020,25,2,6,17,0
Angola,nan,4/24/2020,25,2,6,17,0
Angola,nan,4/25/2020,25,2,6,17,0
Angola,nan,4/26/2020,26,2,6,18,0
Angola,nan,4/27/2020,27,2,6,19,0
Angola,nan,4/28/2020,27,2,6,19,0
Angola,nan,4/29/2020,27,2,7,18,0
Angola,nan,4/30/2020,27,2,7,18,0
Angola,nan,5/01/2020,30,2,11,17,0
Angola,nan,5/02/2020,35,2,11,22,0
Angola,nan,5/03/2020,35,2,11,22,0
Angola,nan,5/04/2020,35,2,11,22,0
Angola,nan,5/05/2020,36,2,11,23,0
Angola,nan,5/06/2020,36,2,11,23,0
Angola,nan,5/07/2020,36,2,11,23,0
Angola,nan,5/08/2020,43,2,11,30,0
Angola,nan,5/09/2020,43,2,13,28,0
Angola,nan,5/10/2020,45,2,13,30,0
Angola,nan,5/11/2020,45,2,13,30,0
Angola,nan,5/12/2020,45,2,13,30,0
Angola,nan,5/13/2020,45,2,14,29,0
Angola,nan,5/14/2020,48,2,14,32,0
Angola,nan,5/15/2020,48,2,17,29,0
Angola,nan,5/16/2020,48,2,17,29,0
Angola,nan,5/17/2020,48,2,17,29,0
Angola,nan,5/18/2020,50,3,17,30,0
Angola,nan,5/19/2020,52,3,17,32,0
Angola,nan,5/20/2020,52,3,17,32,0
Antigua and Barbuda,nan,3/15/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/16/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/17/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/18/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/19/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/20/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/21/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/22/2020,1,0,0,1,0
Antigua and Barbuda,nan,3/23/2020,3,0,0,3,0
Antigua and Barbuda,nan,3/24/2020,3,0,0,3,0
Antigua and Barbuda,nan,3/25/2020,3,0,0,3,0
Antigua and Barbuda,nan,3/26/2020,7,0,0,7,0
Antigua and Barbuda,nan,3/27/2020,7,0,0,7,0
Antigua and Barbuda,nan,3/28/2020,7,0,0,7,0
Antigua and Barbuda,nan,3/29/2020,7,0,0,7,0
Antigua and Barbuda,nan,3/30/2020,7,0,0,7,0
Antigua and Barbuda,nan,3/31/2020,7,0,0,7,0
Antigua and Barbuda,nan,4/01/2020,7,0,0,7,0
Antigua and Barbuda,nan,4/02/2020,9,0,0,9,0
Antigua and Barbuda,nan,4/03/2020,15,0,0,15,0
Antigua and Barbuda,nan,4/04/2020,15,0,0,15,0
Antigua and Barbuda,nan,4/05/2020,15,0,0,15,0
Antigua and Barbuda,nan,4/06/2020,15,0,0,15,0
Antigua and Barbuda,nan,4/07/2020,19,1,0,18,0
Antigua and Barbuda,nan,4/08/2020,19,2,0,17,0
Antigua and Barbuda,nan,4/09/2020,19,2,0,17,0
Antigua and Barbuda,nan,4/10/2020,19,2,0,17,0
Antigua and Barbuda,nan,4/11/2020,21,2,0,19,0
Antigua and Barbuda,nan,4/12/2020,21,2,0,19,0
Antigua and Barbuda,nan,4/13/2020,23,2,0,21,0
Antigua and Barbuda,nan,4/14/2020,23,2,3,18,0
Antigua and Barbuda,nan,4/15/2020,23,2,3,18,0
Antigua and Barbuda,nan,4/16/2020,23,3,3,17,0
Antigua and Barbuda,nan,4/17/2020,23,3,3,17,0
Antigua and Barbuda,nan,4/18/2020,23,3,3,17,0
Antigua and Barbuda,nan,4/19/2020,23,3,3,17,0
Antigua and Barbuda,nan,4/20/2020,23,3,3,17,0
Antigua and Barbuda,nan,4/21/2020,23,3,7,13,0
Antigua and Barbuda,nan,4/22/2020,24,3,10,11,0
Antigua and Barbuda,nan,4/23/2020,24,3,10,11,0
Antigua and Barbuda,nan,4/24/2020,24,3,11,10,0
Antigua and Barbuda,nan,4/25/2020,24,3,11,10,0
Antigua and Barbuda,nan,4/26/2020,24,3,11,10,0
Antigua and Barbuda,nan,4/27/2020,24,3,11,10,0
Antigua and Barbuda,nan,4/28/2020,24,3,11,10,0
Antigua and Barbuda,nan,4/29/2020,24,3,11,10,0
Antigua and Barbuda,nan,4/30/2020,24,3,11,10,0
Antigua and Barbuda,nan,5/01/2020,25,3,15,7,0
Antigua and Barbuda,nan,5/02/2020,25,3,15,7,0
Antigua and Barbuda,nan,5/03/2020,25,3,15,7,0
Antigua and Barbuda,nan,5/04/2020,25,3,15,7,0
Antigua and Barbuda,nan,5/05/2020,25,3,16,6,0
Antigua and Barbuda,nan,5/06/2020,25,3,16,6,0
Antigua and Barbuda,nan,5/07/2020,25,3,16,6,0
Antigua and Barbuda,nan,5/08/2020,25,3,16,6,0
Antigua and Barbuda,nan,5/09/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/10/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/11/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/12/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/13/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/14/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/15/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/16/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/17/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/18/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/19/2020,25,3,19,3,0
Antigua and Barbuda,nan,5/20/2020,25,3,19,3,0
Argentina,nan,3/15/2020,45,2,1,42,0
Argentina,nan,3/16/2020,56,2,1,53,0
Argentina,nan,3/17/2020,68,2,3,63,0
Argentina,nan,3/18/2020,79,2,3,74,0
Argentina,nan,3/19/2020,97,3,3,91,0
Argentina,nan,3/20/2020,128,3,3,122,0
Argentina,nan,3/21/2020,158,4,3,151,0
Argentina,nan,3/22/2020,266,4,27,235,0
Argentina,nan,3/23/2020,266,4,27,235,0
Argentina,nan,3/24/2020,387,6,52,329,0
Argentina,nan,3/25/2020,387,8,52,327,0
Argentina,nan,3/26/2020,502,9,63,430,0
Argentina,nan,3/27/2020,589,13,72,504,0
Argentina,nan,3/28/2020,690,18,72,600,0
Argentina,nan,3/29/2020,745,19,72,654,0
Argentina,nan,3/30/2020,820,23,228,569,0
Argentina,nan,3/31/2020,1054,27,240,787,0
Argentina,nan,4/01/2020,1054,28,248,778,0
Argentina,nan,4/02/2020,1133,36,256,841,0
Argentina,nan,4/03/2020,1265,39,266,960,0
Argentina,nan,4/04/2020,1451,43,279,1129,0
Argentina,nan,4/05/2020,1451,44,280,1127,0
Argentina,nan,4/06/2020,1554,48,325,1181,0
Argentina,nan,4/07/2020,1628,56,338,1234,0
Argentina,nan,4/08/2020,1715,63,358,1294,0
Argentina,nan,4/09/2020,1795,72,365,1358,0
Argentina,nan,4/10/2020,1975,82,375,1518,0
Argentina,nan,4/11/2020,1975,83,440,1452,0
Argentina,nan,4/12/2020,2142,90,468,1584,0
Argentina,nan,4/13/2020,2208,97,515,1596,0
Argentina,nan,4/14/2020,2277,102,559,1616,0
Argentina,nan,4/15/2020,2443,111,596,1736,0
Argentina,nan,4/16/2020,2571,115,631,1825,0
Argentina,nan,4/17/2020,2669,123,666,1880,0
Argentina,nan,4/18/2020,2758,129,685,1944,0
Argentina,nan,4/19/2020,2839,132,709,1998,0
Argentina,nan,4/20/2020,2941,136,737,2068,0
Argentina,nan,4/21/2020,3031,147,840,2044,0
Argentina,nan,4/22/2020,3144,152,872,2120,0
Argentina,nan,4/23/2020,3435,165,919,2351,0
Argentina,nan,4/24/2020,3607,176,976,2455,0
Argentina,nan,4/25/2020,3780,185,1030,2565,0
Argentina,nan,4/26/2020,3892,192,1107,2593,0
Argentina,nan,4/27/2020,4003,197,1140,2666,0
Argentina,nan,4/28/2020,4127,207,1162,2758,0
Argentina,nan,4/29/2020,4285,214,1192,2879,0
Argentina,nan,4/30/2020,4428,218,1256,2954,0
Argentina,nan,5/01/2020,4532,225,1292,3015,0
Argentina,nan,5/02/2020,4681,237,1320,3124,0
Argentina,nan,5/03/2020,4783,246,1354,3183,0
Argentina,nan,5/04/2020,4887,260,1442,3185,0
Argentina,nan,5/05/2020,5020,264,1472,3284,0
Argentina,nan,5/06/2020,5208,273,1524,3411,0
Argentina,nan,5/07/2020,5371,282,1601,3488,0
Argentina,nan,5/08/2020,5611,293,1659,3659,0
Argentina,nan,5/09/2020,5776,300,1728,3748,0
Argentina,nan,5/10/2020,6034,305,1757,3972,0
Argentina,nan,5/11/2020,6278,314,1837,4127,0
Argentina,nan,5/12/2020,6563,319,1862,4382,0
Argentina,nan,5/13/2020,6879,329,2266,4284,0
Argentina,nan,5/14/2020,7134,353,2385,4396,0
Argentina,nan,5/15/2020,7479,356,2497,4626,0
Argentina,nan,5/16/2020,7805,363,2534,4908,0
Argentina,nan,5/17/2020,8068,373,2569,5126,0
Argentina,nan,5/18/2020,8371,382,2625,5364,0
Argentina,nan,5/19/2020,8809,393,2872,5544,0
Argentina,nan,5/20/2020,9283,403,2933,5947,0
Armenia,nan,3/15/2020,26,0,0,26,0
Armenia,nan,3/16/2020,52,0,0,52,0
Armenia,nan,3/17/2020,78,0,1,77,0
Armenia,nan,3/18/2020,84,0,1,83,0
Armenia,nan,3/19/2020,115,0,1,114,0
Armenia,nan,3/20/2020,136,0,1,135,0
Armenia,nan,3/21/2020,160,0,1,159,0
Armenia,nan,3/22/2020,194,0,2,192,0
Armenia,nan,3/23/2020,235,0,2,233,0
Armenia,nan,3/24/2020,249,0,14,235,0
Armenia,nan,3/25/2020,265,0,16,249,0
Armenia,nan,3/26/2020,290,1,18,271,0
Armenia,nan,3/27/2020,329,1,28,300,0
Armenia,nan,3/28/2020,407,1,30,376,0
Armenia,nan,3/29/2020,424,3,30,391,0
Armenia,nan,3/30/2020,482,3,30,449,0
Armenia,nan,3/31/2020,532,3,30,499,0
Armenia,nan,4/01/2020,571,4,31,536,0
Armenia,nan,4/02/2020,663,7,33,623,0
Armenia,nan,4/03/2020,736,7,43,686,0
Armenia,nan,4/04/2020,770,7,43,720,0
Armenia,nan,4/05/2020,822,7,57,758,0
Armenia,nan,4/06/2020,833,8,62,763,0
Armenia,nan,4/07/2020,853,8,87,758,0
Armenia,nan,4/08/2020,881,9,114,758,0
Armenia,nan,4/09/2020,921,10,138,773,0
Armenia,nan,4/10/2020,937,12,149,776,0
Armenia,nan,4/11/2020,967,13,173,781,0
Armenia,nan,4/12/2020,1013,13,197,803,0
Armenia,nan,4/13/2020,1039,14,211,814,0
Armenia,nan,4/14/2020,1067,16,265,786,0
Armenia,nan,4/15/2020,1111,17,297,797,0
Armenia,nan,4/16/2020,1159,18,358,783,0
Armenia,nan,4/17/2020,1201,19,402,780,0
Armenia,nan,4/18/2020,1248,20,523,705,0
Armenia,nan,4/19/2020,1291,20,545,726,0
Armenia,nan,4/20/2020,1339,22,580,737,0
Armenia,nan,4/21/2020,1401,24,609,768,0
Armenia,nan,4/22/2020,1473,24,633,816,0
Armenia,nan,4/23/2020,1523,24,659,840,0
Armenia,nan,4/24/2020,1596,27,728,841,0
Armenia,nan,4/25/2020,1677,28,803,846,0
Armenia,nan,4/26/2020,1746,28,833,885,0
Armenia,nan,4/27/2020,1808,29,848,931,0
Armenia,nan,4/28/2020,1867,30,866,971,0
Armenia,nan,4/29/2020,1932,30,900,1002,0
Armenia,nan,4/30/2020,2066,32,929,1105,0
Armenia,nan,5/01/2020,2148,33,977,1138,0
Armenia,nan,5/02/2020,2273,33,1010,1230,0
Armenia,nan,5/03/2020,2386,35,1035,1316,0
Armenia,nan,5/04/2020,2507,39,1071,1397,0
Armenia,nan,5/05/2020,2619,40,1111,1468,0
Armenia,nan,5/06/2020,2782,40,1135,1607,0
Armenia,nan,5/07/2020,2884,42,1185,1657,0
Armenia,nan,5/08/2020,3029,43,1218,1768,0
Armenia,nan,5/09/2020,3175,44,1267,1864,0
Armenia,nan,5/10/2020,3313,45,1325,1943,0
Armenia,nan,5/11/2020,3392,46,1359,1987,0
Armenia,nan,5/12/2020,3538,47,1430,2061,0
Armenia,nan,5/13/2020,3718,48,1500,2170,0
Armenia,nan,5/14/2020,3860,49,1572,2239,0
Armenia,nan,5/15/2020,4044,52,1666,2326,0
